mission_status,title,launch_time,description,videos,article_link,location,rocket_data.rocket_name,rocket_data.image_url,rocket_data.image_credit,rocket_data.status,rocket_data.price,rocket_data.liftoff_thrust,rocket_data.payload_to_leo,rocket_data.payload_to_gto,rocket_data.stages,rocket_data.strap-ons,rocket_data.rocket_height,rocket_data.fairing_diameter,rocket_data.fairing_height,rocket_data.rocket_details_link,rocket_data.rocket_id,mission_data.title,mission_data.description,mission_data.payloads,mission_data.total_mass,mission_data.orbit
,Project Kuiper,NET 2025,Launch vehicle configuration has not been confirmed,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,$153.0 million,"12,141 kN","18,850 kg","8,900 kg",2,5,62.2 m,5.4 m,26.5 m,/rockets/25,25,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,Project Kuiper,NET 2025,Launch vehicle configuration has not been confirmed.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-41, Cape Canaveral SFS, Florida, USA",Atlas V 551,https://storage.googleapis.com/nextspaceflight/media/rockets/Atlas_V_551.webp,Image Credit: ULA,Active,$153.0 million,"12,141 kN","18,850 kg","8,900 kg",2,5,62.2 m,5.4 m,26.5 m,/rockets/25,25,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km and 630 km altitude.",,,Low Earth Orbit
,CSG-3,NET 2025,,,,"ELV, Guiana Space Centre, French Guiana, France",Vega C,https://storage.googleapis.com/nextspaceflight/media/rockets/Vega-C.webp,,Active,,"4,500 kN","2,300 kg",,4,0,35.0 m,3.3 m,9.0 m,/rockets/31,31,CSG-3,COSMO-SkyMed second generation (Constellation of Small Satellites for Mediterranean basin observation) or CSG is an Earth observation program of the Italian Space Agency (ASI) to replace the first generation COSMO-SkyMed system.,1,"2,230.0 kg",Sun-Synchronous Orbit
,OTB-2,NET 2025,,,,"SLC-2W, Vandenberg SFB, California, USA",Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,$15.0 million,801 kN,"1,030 kg",,2,0,29.48 m,2.2 m,5.0 m,/rockets/62,62,OTB-2,OTB-2 (Orbital Test Bed 2) is a small satellite operated by General Atomics Electromagnetic Systems Group (GA-EMS) to host several experiments from different customers.,1,,Low Earth Orbit
,EOS SAR 1,NET 2025,,,,"SLC-2W, Vandenberg SFB, California, USA",Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,$15.0 million,801 kN,"1,030 kg",,2,0,29.48 m,2.2 m,5.0 m,/rockets/62,62,EOS SAR 1,EOS SAR 1 is a Synthetic Aperture Radar satellite for EOS Data Analytics.,1,200.0 kg,Polar Orbit
,CRS SpX-33,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,CRS SpX-33,SpaceX CRS-33 is a Commercial Resupply Service mission to the International Space Station. The mission is contracted by NASA and will be flown by SpaceX using a Cargo Dragon.,1,,Low Earth Orbit
,CRS SpX-34,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,CRS SpX-34,SpaceX CRS-34 is a Commercial Resupply Service mission to the International Space Station. The mission is contracted by NASA and will be flown by SpaceX using a Cargo Dragon.,1,,Low Earth Orbit
,CRS SpX-35,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,CRS SpX-35,SpaceX CRS-35 is a Commercial Resupply Service mission to the International Space Station. The mission is contracted by NASA and will be flown by SpaceX using a Cargo Dragon.,1,,Low Earth Orbit
,HawkEye 360 Flight 2,NET 2025,,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,HawkEye 360,HawkEye 360 is a radio frequency geospatial analytics provider.,6,,
,HawkEye 360 Flight 3,NET 2025,,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,HawkEye 360,HawkEye 360 is a radio frequency geospatial analytics provider.,6,,
,UK Pathfinder,NET 2025,,,,"SaxaVord Spaceport, Shetland Space Centre, United Kingdom",RS1 Block 2,https://storage.googleapis.com/nextspaceflight/media/rockets/rs1_block2.webp,Image Credit: ABL Space Systems,Planned,$12.0 million,582 kN,,,2,0,,2.0 m,,/rockets/259,259,UK Pathfinder,"First ABL launch from the UK in collaboration with Lockheed Martin and SaxaVord UK Spaceport, the mission plans to put six CubeSats into orbit.",6,,Low Earth Orbit
,BlackSky Global 5 & 6,NET 2025,,,,"First Launch Pad, Satish Dhawan Space Centre, India",SSLV,https://storage.googleapis.com/nextspaceflight/media/rockets/SSLV.webp,Image Credit: ISRO,Active,,,500 kg,,4,0,34.0 m,2.0 m,,/rockets/47,47,BlackSky Global 5 & 6,"BlackSky Global 5 and 6 are part of sixty high resolution earth observation microsatellites in the BlackSky constellation. This constellation will provide real-time earth observation. the constellation is built by Blacksky, a SpaceFlight Subsidiary, and the satellites are produced by LeoStella LLC, a joint venture of Spaceflight Industries and Thales Alenia Space.",1,112.0 kg,Low Earth Orbit
,VAST-1,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,VAST-1,"First crewed mission of VAST Space's future commercial space station Haven-1, the crew of four will remain in orbit for 10 days.",,,Low Earth Orbit
,Astranis Block 3 Mission,NET 2025,,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"SLC-40 or LC-39A, Florida, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Astranis Block 3 Mission,"A SpaceX Falcon 9 will launch 4 MicroGEO satellites for Astranis. The satellites are designed to be much smaller than typical GEO sats and are therefore deployed closer to GEO, cutting down on the time between deployment and operation.",4,,Geostationary Earth Orbit
,Project Kuiper,NET 2025,The launch contract with Blue Origin for the deployment of the Kuiper constellation consists of 12 launches and the possibility of 15 optional launches.,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-36, Cape Canaveral SFS, Florida, USA",New Glenn,https://storage.googleapis.com/nextspaceflight/media/rockets/New_Glenn.webp,Image Credit: Blue Origin,Planned,,"17,150 kN","45,000 kg","13,000 kg",2,0,98.0 m,7.0 m,21.9 m,/rockets/67,67,Project Kuiper,"Project Kuiper is a mega constellation of satellites in Low Earth Orbit that will offer broadband internet access, this constellation will be managed by Kuiper Systems LLC, a subsidiary of Amazon. This constellation is planned to be composed of 3,276 satellites. The satellites are projected to be placed in 98 orbital planes in three orbital layers, one at 590 km, 610 km, and 630 km altitude.",,,Low Earth Orbit
,VICTUS HAZE,NET 2025,,,,"Māhia Peninsula, New Zealand",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,VICTUS HAZE,"VICTUS HAZE will see Rocket Lab design, build, launch, and operate a rendezvous proximity operation (RPO) capable spacecraft. SSC’s Space Safari’s VICTUS HAZE mission will be an exercise of a realistic threat-response scenario and on-orbit space domain awareness (SDA) demonstration. Once the spacecraft build is complete, Rocket Lab will be entered into a Hot Standby Phase awaiting further direction. Once the exercise begins, Rocket Lab will be given notice to launch the spacecraft into a target orbit. After reaching orbit, the spacecraft will be rapidly commissioned and readied for operations. Rocket Lab will configure a Pioneer class spacecraft bus to meet the unique requirements of the VICTUS HAZE mission.",1,200.0 kg,Low Earth Orbit
,StriX Launch 7,NET 2025,,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,StriX Launch 7,This is the first of a bulk buy of 10 Electron launches by Synspective to deliver their StriX satellites to low Earth orbit. StriX satellites can collect data with a ground resolution of 1-3m and a swath width of more than 10-30km. Each Electron launch will deliver 1 StriX satellite into orbit. This will be the overall 7th StriX satellite launched by Rocket Lab for Synspective.,1,,
,StriX Launch 8,NET 2025,,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,StriX Launch 8,This is the second of a bulk buy of 10 Electron launches by Synspective to deliver their StriX satellites to low Earth orbit. StriX satellites can collect data with a ground resolution of 1-3m and a swath width of more than 10-30km. Each Electron launch will deliver 1 StriX satellite into orbit. This will be the overall 8th StriX satellite launched by Rocket Lab for Synspective.,1,,
,StriX Launch 9,NET 2025,,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,StriX Launch 9,This is the third of a bulk buy of 10 Electron launches by Synspective to deliver their StriX satellites to low Earth orbit. StriX satellites can collect data with a ground resolution of 1-3m and a swath width of more than 10-30km. Each Electron launch will deliver 1 StriX satellite into orbit. This will be the overall 9th StriX satellite launched by Rocket Lab for Synspective.,1,,
,StriX Launch 10,NET 2025,,,,"Māhia Peninsula, NZ or Wallops Flight Facility, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,StriX Launch 10,This is the fourth of a bulk buy of 10 Electron launches by Synspective to deliver their StriX satellites to low Earth orbit. StriX satellites can collect data with a ground resolution of 1-3m and a swath width of more than 10-30km. Each Electron launch will deliver 1 StriX satellite into orbit. This will be the overall 10th StriX satellite launched by Rocket Lab for Synspective.,1,,
,H3-30 Test Flight,NET 2025,First flight of the H3-30 variant.,,,"LA-Y2, Tanegashima Space Center, Japan",H3-30S,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Active,$50.0 million,"4,413 kN","4,000 kg","2,100 kg",2,0,63.0 m,5.27 m,10.3 m,/rockets/105,105,H3-30 Test Flight,Test flight of the H3-30 variant of the H3 launch vehicle with 3 LE-9 engines in the first stage and no SRBs. The flight will carry a dummy main payload and several hitchhiking small satellites to be selected later.,1,,Sun-Synchronous Orbit
,Jackal AOV,NET 2025,,,,"SLC-2W, Vandenberg SFB, California, USA",Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,$15.0 million,801 kN,"1,030 kg",,2,0,29.48 m,2.2 m,5.0 m,/rockets/62,62,Jackal AOV,True Anomaly’s Jackal Autonomous Orbital Vehicle (AOV) will support U.S. Space Force Space Systems Command’s VICTUS HAZE Tactically Responsive Space (TacRS) mission with operations in orbit proximity with another spacecraft built by Rocket Lab National Security.,1,,Low Earth Orbit
,Transporter 16,"NET February, 2026",,,,"CCSFS/KSC, Florida or VSFB, California, USA",Falcon 9 Block 5,https://storage.googleapis.com/nextspaceflight/media/rockets/Falcon_9_Block_5.webp,Image Credit: SpaceX,Active,$69.75 million,"7,607 kN","22,800 kg","8,300 kg",2,0,70.0 m,5.2 m,13.0 m,/rockets/3,3,Transporter 16,"Transporter 16 is a dedicated rideshare mission by SpaceX. SpaceX’s SmallSat Rideshare Program provides small satellite operators with regularly scheduled, dedicated Falcon 9 rideshare missions to SSO for ESPA class payloads for as low as $300,000 per mission, which includes up to 50kg of payload mass.",,,Sun-Synchronous Orbit
,QuickSounder,"NET February, 2026",,,,"SLC-2W, Vandenberg SFB, California, USA",Alpha,https://storage.googleapis.com/nextspaceflight/media/rockets/Alpha.webp,Image Credit: Firefly Aerospace,Active,$15.0 million,801 kN,"1,030 kg",,2,0,29.48 m,2.2 m,5.0 m,/rockets/62,62,QuickSounder,"The QuickSounder mission will support NOAA’s next generation satellite architecture for its future low Earth orbit program, which will provide mission-critical data for the agency’s National Weather Service, the nation’s weather industry, and other users worldwide.",1,211.0 kg,Sun-Synchronous Orbit
,STP-S30,"NET April, 2026",,,,"Rocket Lab LC-2 (LP-0C), Wallops Flight Facility, Virginia, USA",Electron/Curie,https://storage.googleapis.com/nextspaceflight/media/rockets/Electron_Curie.webp,Image Credit: Rocket Lab,Active,$7.5 million,224 kN,320 kg,,3,0,18.0 m,1.2 m,4.05 m,/rockets/4,4,STP-S30,"STP-S30 is a complex mission that will deliver research experiments and technology demonstrations to orbit for the DoD and contribute to future space systems development. The projected primary payload, DISKSat, will demonstrate sustained very low earth orbit (VLEO) flight and test a unique, 1-meter diameter, disk-shaped satellite bus that is designed to increase on-orbit persistence.",,,
,Astrolab Mission 1,"NET 2nd Quarter, 2026",,{'24/7 Livestream': 'https://www.youtube.com/watch?v=Jm8wRjD3xVA'},,"LC-39A Starship Pad, Kennedy Space Center, Florida, USA",Starship HLS,https://storage.googleapis.com/nextspaceflight/media/rockets/default.jpg,,Planned,,"74,432 kN","200,000 kg",,2,0,121.0 m,9.0 m,,/rockets/174,174,Astrolab Mission 1,"Astrolab, a lunar rover developer, has signed an agreement with SpaceX to send its first rover to the moon on a future Starship flight. The rover, named FLEX (Flexible Logistics and Exploration), will be part of a payload on a Starship lunar lander mission scheduled for around mid-2026. This marks SpaceX's first commercial contract for lunar cargo delivery.",,,
,Intelsat IS-45,"NET 2nd Quarter, 2026",,,,"ELA-4, Guiana Space Centre, French Guiana, France",Ariane 64,https://storage.googleapis.com/nextspaceflight/media/rockets/Ariane_64.webp,Image Credit: Arianespace,Active,$106.0 million,"15,370 kN","21,650 kg","11,500 kg",2,4,62.0 m,5.4 m,20.0 m,/rockets/92,92,Intelsat IS-45,"Intelsat 45 is a small geostationary communications satellite that will provide Ku-band fixed-satellite services enabling Intelsat to provide specialized and efficient service to Media and Network customers. IS-45 weighs about 1 metric ton at launch and is designed and built by SWISSto12, based on the company’s innovative HummingSat platform.",1,"1,000.0 kg",Geostationary Transfer Orbit
